date,Direct Normal [W/m^2],Global Horiz [W/m^2],Diffuse Horiz (calc) [W/m^2],Avg Wind Direction @ 30ft [deg from N],Dry Bulb Temp [deg C],Global UVA [W/m^2],Global UVE [W/m^2],Global UVE [Index],Avg Wind Speed @ 30ft [m/s],Peak Wind Speed @ 30ft [m/s]
2020-259-2209,-1.66969,-4.43063,0,39.15,30.4,0,0,0.007,0.098,0.098
2020-259-2210,-1.66968,-4.49619,0,39.16,30.35,0,0,0.007,0.098,0.098
2020-259-2211,-1.66968,-4.49617,0,39.15,30.31,0,0,0.007,0.098,0.098
2020-259-2212,-1.51662,-4.49615,0,40.86,30.32,0,0,0.007,0.361,0.49
2020-259-2213,-0.834835,-4.49615,0,45.44,30.4,0,0,0.007,0.434,0.588
2020-259-2214,-0.834834,-4.39779,0,49.87,30.48,0,0,0.007,0.394,0.49
2020-259-2215,-1.51661,-4.21512,0,48.64,30.54,0,0,0.007,0.555,0.784
2020-259-2216,-1.66967,-4.21513,0,49.19,30.59,0,0,0.007,0.472,0.686
2020-259-2217,-1.66967,-4.15424,0,46.24,30.62,0,0,0.007,0.353,0.49
2020-259-2218,-1.66967,-4.12614,0,46.13,30.58,0,0,0.007,0.162,0.392
2020-259-2219,-1.57226,-4.12144,0,47.57,30.51,0,0,0.007,0.469,0.686
2020-259-2220,-1.16181,-4.21512,0,47.65,30.47,0,0,0.007,0.105,0.294
2020-259-2221,-1.46096,-3.80298,0,47.62,30.41,0,0,0.007,0.098,0.098
2020-259-2222,-1.66967,-3.75148,0,47.54,30.37,0,0,0.007,0.098,0.098
2020-259-2223,-1.66967,-4.21514,0,43.65,30.37,0,0,0.007,0.098,0.098
2020-259-2224,-1.66968,-4.21515,0,31.75,30.41,0,0,0.007,0.449,0.882
2020-259-2225,-1.66968,-4.06529,0,25.94,30.41,0,0,0.007,1.057,1.176
2020-259-2226,-1.66969,-3.67190,0,30.49,30.51,0,0,0.007,1.027,1.176
2020-259-2227,-1.66970,-3.65318,0,33.74,30.63,0,0,0.007,1.2,1.372
2020-259-2228,-1.66970,-3.65319,0,31.73,30.67,0,0,0.007,0.98,1.176
2020-259-2229,-1.66971,-3.65320,0,28.65,30.66,0,0,0.007,0.988,1.176
2020-259-2230,-1.66971,-3.65789,0,32.87,30.65,0,0,0.007,0.918,1.078
2020-259-2231,-1.62797,-4.20120,0,39.53,30.74,0,0,0.007,1.416,1.862
2020-259-2232,-1.20359,-4.21527,0,39.5,30.82,0,0,0.007,1.754,1.862
2020-259-2233,-0.939224,-4.21997,0,41.15,30.77,0,0,0.007,1.699,1.862
2020-259-2234,-0.834865,-4.47758,0,42.53,30.74,0,0,0.007,1.844,2.058
2020-259-2235,-0.834864,-4.49630,0,43.17,30.65,0,0,0.007,1.584,1.96
2020-259-2236,-0.834862,-4.38857,0,43.56,30.45,0,0,0.007,1.423,1.764
2020-259-2237,-1.62101,-4.12626,0,43.55,30.11,0,0,0.007,1.205,1.764
2020-259-2238,-1.66970,-3.74687,0,43.17,29.87,0,0,0.007,1.179,1.47
2020-259-2239,-1.66970,-3.99040,0,44.15,29.68,0,0,0.007,1.163,1.764
2020-259-2240,-1.66969,-3.65317,0,40.96,29.57,0,0,0.007,1.125,1.47
